Subject,Start Date,Start Time,End Date,End Time,Location,Description
The Imitation Game,07/11/2014,18:30,07/11/2014,20:23,Leeds Town Hall - Victoria Hall,"Benedict Cumberbatch stars as brilliant Cambridge mathematician, cryptanalyst and pioneering computer scientist Alan Turing, who spearheaded the Enigma code-breaking operation during World War II and was later persecuted by the British government for his homosexuality. Norwegian director Morten Tyldum (Headhunters) skilfully delivers a gripping film, with Turing and his colleagues racing against time to devise [...]

http://www.leedsfilm.com/films/imitation-game/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Imitation Game,08/11/2014,20:30,08/11/2014,22:23,Hyde Park Picture House,"Benedict Cumberbatch stars as brilliant Cambridge mathematician, cryptanalyst and pioneering computer scientist Alan Turing, who spearheaded the Enigma code-breaking operation during World War II and was later persecuted by the British government for his homosexuality. Norwegian director Morten Tyldum (Headhunters) skilfully delivers a gripping film, with Turing and his colleagues racing against time to devise [...]

http://www.leedsfilm.com/films/imitation-game/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Kids Are Alright,15/11/2014,12:00,15/11/2014,13:41,Leeds Town Hall - Victoria Hall,"A career-spanning retrospective of unforgettable footage of one of the greatest rock groups of all time. The Who possessed a raw power and vibrancy in their live performances which few groups have ever matched since. The Kids Are Alright documents the group from 1964 to 1978 as they journey from poster boys of the British [...]

http://www.leedsfilm.com/films/kids-alright/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Kingdom of Dreams and Madness,14/11/2014,15:30,14/11/2014,17:28,Leeds Town Hall - Victoria Hall,"The Kingdom of Dreams and Madness is an unprecedented behind-the-scenes documentary about Studio Ghibli, full of fascinating insights into the inner workings of the celebrated Japanese animation studio founded by filmmakers Hayao Miyazaki and Isao Takahata, and producer Toshio Suzuki. My Neighbour Totoro, Grave of the Fireflies, and Spirited Away are just some of the [...]

http://www.leedsfilm.com/films/kingdom-dreams-madness/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Kingdom of Dreams and Madness,16/11/2014,15:00,16/11/2014,16:58,Cottage Road Cinema,"The Kingdom of Dreams and Madness is an unprecedented behind-the-scenes documentary about Studio Ghibli, full of fascinating insights into the inner workings of the celebrated Japanese animation studio founded by filmmakers Hayao Miyazaki and Isao Takahata, and producer Toshio Suzuki. My Neighbour Totoro, Grave of the Fireflies, and Spirited Away are just some of the [...]

http://www.leedsfilm.com/films/kingdom-dreams-madness/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Last Circus,17/11/2014,18:30,17/11/2014,20:17,Hyde Park Picture House,"Cruelly overlooked in the UK, Ã�lex de la Iglesia's 'sad trumpet ballad' (it's original language title) is probably his most personal and socially relevant work to date. Using the Spanish Civil War as a backdrop he focuses on the tragic story of a young boy who grows up to be a sad clown. When Javier [...]

http://www.leedsfilm.com/films/circus/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Last Circus,20/11/2014,13:00,20/11/2014,14:47,Hyde Park Picture House,"Cruelly overlooked in the UK, Ã�lex de la Iglesia's 'sad trumpet ballad' (it's original language title) is probably his most personal and socially relevant work to date. Using the Spanish Civil War as a backdrop he focuses on the tragic story of a young boy who grows up to be a sad clown. When Javier [...]

http://www.leedsfilm.com/films/circus/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Passion of Anna,18/11/2014,15:30,18/11/2014,17:11,Hyde Park Picture House,"Often acclaimed as one of his greatest films yet not as well known as his most iconic features, The Passion of Anna is a compelling psychological drama. The first Faro shot feature filmed in colour, it has a contrasting, more vibrant sense of location than the earlier films. A man with a past, played by [...]

http://www.leedsfilm.com/films/passion-anna/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Possibilities are Endless with Edwyn Collins,13/11/2014,20:30,13/11/2014,21:53,Hyde Park Picture House,"A profoundly moving and life-affirming film of a remarkable journey from the brink of death back to language, music, life and love. Influential Scottish songwriter, Edwyn Collins could only say two phrases after waking up: 'Grace Maxwell' and 'The Possibilities Are Endless'. He had the contents of his mind effectively deleted after experiencing a stroke [...]

http://www.leedsfilm.com/films/possibilities-endless-edwyn-collins/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Samurai,17/11/2014,19:15,17/11/2014,20:34,Everyman Leeds Trinity,"Nothing much happens in the small German town where Jakob is the young naive police officer until the day he receives a mysterious package. Following a phone call requesting that he deliver the parcel he discovers a strange man dressed in a wedding dress who informs Jakob that it is his job to stop him. [...]

http://www.leedsfilm.com/films/samurai/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Samurai,19/11/2014,17:00,19/11/2014,18:19,Everyman Leeds Trinity,"Nothing much happens in the small German town where Jakob is the young naive police officer until the day he receives a mysterious package. Following a phone call requesting that he deliver the parcel he discovers a strange man dressed in a wedding dress who informs Jakob that it is his job to stop him. [...]

http://www.leedsfilm.com/films/samurai/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Satellite Girl & Milk Cow + Wolf Daddy,07/11/2014,17:00,07/11/2014,18:31,Everyman Leeds Trinity,"The debut feature from idiosyncratic Korean animator Hyung-yun Chang, whose fantastical shape-shifting storytelling is delightful to experience. Il-ho is a satellite girl in orbit that gazes down to Earth as she circles the globe, curious about human emotions. Singer-songwriter Kyung-chun turns into a milk cow when he suffers heartbreak and soon finds himself on the [...]

http://www.leedsfilm.com/films/satellite-girl-milk-cow-wolf-daddy/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Satellite Girl & Milk Cow + Wolf Daddy,10/11/2014,17:00,10/11/2014,18:31,Everyman Leeds Trinity,"The debut feature from idiosyncratic Korean animator Hyung-yun Chang, whose fantastical shape-shifting storytelling is delightful to experience. Il-ho is a satellite girl in orbit that gazes down to Earth as she circles the globe, curious about human emotions. Singer-songwriter Kyung-chun turns into a milk cow when he suffers heartbreak and soon finds himself on the [...]

http://www.leedsfilm.com/films/satellite-girl-milk-cow-wolf-daddy/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Second Game,06/11/2014,20:00,06/11/2014,21:37,Leeds Town Hall - Albert Room,"The Second Game is a brilliantly original take on the sports film by Romanian director Corneliu Porumboiu (12:08 East of Bucharest). Interpreting a deceptively simple idea, Porumboiu presents the tv footage of an entire, uninterrupted football match from 1988, the Bucharest derby between the country's leading teams, Dinamo and Steaua, taking place in heavy snow, [...]

http://www.leedsfilm.com/films/game/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Second Game,08/11/2014,19:00,08/11/2014,20:37,Leeds Town Hall - Albert Room,"The Second Game is a brilliantly original take on the sports film by Romanian director Corneliu Porumboiu (12:08 East of Bucharest). Interpreting a deceptively simple idea, Porumboiu presents the tv footage of an entire, uninterrupted football match from 1988, the Bucharest derby between the country's leading teams, Dinamo and Steaua, taking place in heavy snow, [...]

http://www.leedsfilm.com/films/game/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Silent Holy Stones with Ivan Cooper,19/11/2014,20:00,19/11/2014,21:42,Leeds Town Hall - Albert Room,"The Silent Holy Stones is the beautiful debut feature by Pema Tseden, the very first indigenous Tibetan filmmaker. Made on location in a village in the Amdo region,Silent Holy Stones follows a young lama assigned for Tibetan New Year to attend to the seven-year-old Living Buddha (tulku) of a mountain monastery. The young lamas try [...]

http://www.leedsfilm.com/films/silent-holy-stones-ivan-cooper/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Spirit of the Beehive,18/11/2014,15:00,18/11/2014,16:37,Everyman Leeds Trinity,"A landmark of Spanish cinema with a cryptic allegorical storyline that echoes the covertly satirical style of Luis Garcia Berlanga. Spirit of the Beehive is set in the Castilian countryside in 1940 immediately after Franco won the civil war and was hunting down republicans. Seen through the eyes of an eight year old girl who [...]

http://www.leedsfilm.com/films/spirit-beehive/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Spirit of the Beehive,20/11/2014,15:00,20/11/2014,16:37,Everyman Leeds Trinity,"A landmark of Spanish cinema with a cryptic allegorical storyline that echoes the covertly satirical style of Luis Garcia Berlanga. Spirit of the Beehive is set in the Castilian countryside in 1940 immediately after Franco won the civil war and was hunting down republicans. Seen through the eyes of an eight year old girl who [...]

http://www.leedsfilm.com/films/spirit-beehive/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Taking,05/11/2014,21:00,05/11/2014,22:22,Leeds Town Hall - Victoria Hall,"WORLD PREMIERE! Best known for his role as Paddy in ITV's soap Emmerdale, Dominic Brunt burst onto the horror scene in 2012 with his directorial debut Before Dawn (LIFF 2012) which received critically acclaimed reviews around the world. For his second feature, Brunt examines how humans can be more evil and monstrous than any fantastical [...]

http://www.leedsfilm.com/films/the-taking/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Trouble with Money,17/11/2014,16:30,17/11/2014,17:52,Hyde Park Picture House,"Before making a string of exquisitely crafted melodramas in Hollywood from Letter from an Unknown Woman to Madame De, Max OphÃ¼ls made films in his native Germany and the Netherlands where he was contracted to direct this unusual tragicomedy in 1936. The story follows a collecting clerk who is falsely accused of stealing the money [...]

http://www.leedsfilm.com/films/trouble-money/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Through a Glass Darkly,16/11/2014,13:00,16/11/2014,14:29,Hyde Park Picture House,"Bergman's first film shot on Faro transforms the starkly beautiful scenery of the island into a richly symbolic backdrop for a brooding family drama. Inspired by the chamber plays of August Strindberg, the film concentrates on a small group of characters over a 24 hour period, a troubled young woman, Karin, who has recently returned from [...]

http://www.leedsfilm.com/films/glass-darkly/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Timbuktu,08/11/2014,16:30,08/11/2014,18:06,Vue in the Light,"Abderrahmane Sissako is cementing his reputation as one of the leading African directors of the 21st Century with Timbuktu, his most powerful film to date. Not far from Timbuktu, now ruled by religious fundamentalists, Kidane lives peacefully in the dunes with his wife and daughter. In town, the people suffer, powerless, from the regime of [...]

http://www.leedsfilm.com/films/timbuktu/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Timbuktu,11/11/2014,14:00,11/11/2014,15:36,Vue in the Light,"Abderrahmane Sissako is cementing his reputation as one of the leading African directors of the 21st Century with Timbuktu, his most powerful film to date. Not far from Timbuktu, now ruled by religious fundamentalists, Kidane lives peacefully in the dunes with his wife and daughter. In town, the people suffer, powerless, from the regime of [...]

http://www.leedsfilm.com/films/timbuktu/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Titli,08/11/2014,18:00,08/11/2014,20:05,Hyde Park Picture House,"A vital indie crime drama set in the badlands of Delhi's underbelly featuring terrific performances from a cast largely made up of non-professional actors. Titli, the youngest member of a violent car-jacking brotherhood, plots a desperate bid to escape the family business. His schemes are thwarted by his unruly brothers, who marry him off against [...]

http://www.leedsfilm.com/films/titli/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
To Hell With Culture,10/11/2014,20:30,10/11/2014,21:26,Hyde Park Picture House,"English poet Herbert Read was born in North Yorkshire and after serving in the 1st World War he became an influential art critic, author, anarchist and co-founder of the ICA in London. This new film is an immersive portrayal of his life and work, reflecting on how his ideas can be applied to contemporary society [...]

http://www.leedsfilm.com/films/hell-culture/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Tokyo Tribe,11/11/2014,18:00,11/11/2014,19:56,Vue in the Light,"Japanese enfant-terrible filmmaker Sion Sono, director of former LIFF selections Suicide Club and Love Exposure, outdoes his earlier excesses with Tokyo Tribe, an epic hip-hop gangster musical based on the manga by Santa Inoue. In a futuristic, alternate-world Tokyo, the city is made up of ghetto slums and nightclub playgrounds where gangs of wayward youth [...]

http://www.leedsfilm.com/films/tokyo-tribe/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Tokyo Tribe,13/11/2014,13:00,13/11/2014,14:56,Vue in the Light,"Japanese enfant-terrible filmmaker Sion Sono, director of former LIFF selections Suicide Club and Love Exposure, outdoes his earlier excesses with Tokyo Tribe, an epic hip-hop gangster musical based on the manga by Santa Inoue. In a futuristic, alternate-world Tokyo, the city is made up of ghetto slums and nightclub playgrounds where gangs of wayward youth [...]

http://www.leedsfilm.com/films/tokyo-tribe/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Trespassing Bergman,14/11/2014,14:00,14/11/2014,15:47,Vue in the Light,"An eminent array of directors including Woody Allen, Michael Haneke, Martin Scorsese and Lars von Trier discuss the legacy and influence that the legendary Swedish auteur Ingmar Bergman had on their work. Many of them make a pilgrimage to his isolated house on the island of Faro. Bergman was a notorious cinephile, rating many of [...]

http://www.leedsfilm.com/films/trespassing-bergman/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Trespassing Bergman,17/11/2014,15:30,17/11/2014,17:17,Vue in the Light,"An eminent array of directors including Woody Allen, Michael Haneke, Martin Scorsese and Lars von Trier discuss the legacy and influence that the legendary Swedish auteur Ingmar Bergman had on their work. Many of them make a pilgrimage to his isolated house on the island of Faro. Bergman was a notorious cinephile, rating many of [...]

http://www.leedsfilm.com/films/trespassing-bergman/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Tusk,08/11/2014,20:30,08/11/2014,22:12,Leeds Town Hall - Victoria Hall,"When a young writer calls on an elderly man in the hope of hearing some interesting stories for his podcast, he has no idea that the old man has plans to turn him into a walrus. Never one to follow the conventional way of doing things, Tusk was conceived during the recording of a podcast [...]

http://www.leedsfilm.com/films/tusk/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Vertical Cinema,07/11/2014,18:00,07/11/2014,19:30,Left Bank,"Screening as part of Leeds Free Cinema Week…LIFF28 invites you to an unforgettable evening of cinema like no other, the UK premiere of the acclaimed live event Vertical Cinema. A mesmerising light and sound experience that captivates the senses with hypnotic images and an amplified static soundscape which reverberates throughout the site. Vertical Cinema features [...]

http://www.leedsfilm.com/films/vertical-cinema/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Vertical Cinema,07/11/2014,20:30,07/11/2014,22:00,Left Bank,"Screening as part of Leeds Free Cinema Week…LIFF28 invites you to an unforgettable evening of cinema like no other, the UK premiere of the acclaimed live event Vertical Cinema. A mesmerising light and sound experience that captivates the senses with hypnotic images and an amplified static soundscape which reverberates throughout the site. Vertical Cinema features [...]

http://www.leedsfilm.com/films/vertical-cinema/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Vessel,08/11/2014,21:00,08/11/2014,22:30,Leeds Town Hall - Albert Room,"Winner of the audience award for documentary at SXSW, Vessel captures the brave and sometimes dangerous efforts of the abortion-rights group Women on Waves, and their passionate founder, Dr Rebecca Gomperts. Women on Waves started as a radical effort to provide abortion pills to women where the procedure is illegal, by picking them up on [...]

http://www.leedsfilm.com/films/vessel/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Vessel,12/11/2014,17:00,12/11/2014,18:30,Leeds Town Hall - Albert Room,"Winner of the audience award for documentary at SXSW, Vessel captures the brave and sometimes dangerous efforts of the abortion-rights group Women on Waves, and their passionate founder, Dr Rebecca Gomperts. Women on Waves started as a radical effort to provide abortion pills to women where the procedure is illegal, by picking them up on [...]

http://www.leedsfilm.com/films/vessel/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Visitor to a Museum,11/11/2014,17:30,11/11/2014,19:46,Hyde Park Picture House,"The second of LIFF28's screenings of two extremely rare films by Russian director Konstantin Lopushansky. Visitor to a Museum is the visually stunning story of a man's treacherous journey to reach an offshore museum containing the last vestiges of a pre-apocalypse civilisation. The land is populated by those inflicted by the fallout of a previous [...]

http://www.leedsfilm.com/films/visitor-museum/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
"Wavelength, The Way Things Go & Violin Power",16/11/2014,19:00,16/11/2014,20:30,Leeds Town Hall - Albert Room,"A selection of classic experimental films that have inspired the makers of acclaimed video game Kentucky Route Zero. Michael Snow's Wavelength (Canada, 1966/7, 45 mins, 16mm) is one of the great avant-garde films, a slow zoom on to a photograph on a loft wall. In the mesmerising The Way Things Go (USA / Switzerland, 1988, [...]

http://www.leedsfilm.com/films/wavelength-violin-power/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
We Are Mari Pepa,08/11/2014,20:30,08/11/2014,22:10,Vue in the Light,"A pitch perfect teen drama from Mexico, We are Mari Pepa follows the fortunes of 16 year old aspiring punk rock superstar Alex as the scruffy realities of everyday life intrude on his dreams. Punk band Mari Pepa have one rude and raucous song and are in desperate need of new ideas and a lot [...]

http://www.leedsfilm.com/films/mari-pepa/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
We Are Mari Pepa,10/11/2014,18:30,10/11/2014,20:10,Vue in the Light,"A pitch perfect teen drama from Mexico, We are Mari Pepa follows the fortunes of 16 year old aspiring punk rock superstar Alex as the scruffy realities of everyday life intrude on his dreams. Punk band Mari Pepa have one rude and raucous song and are in desperate need of new ideas and a lot [...]

http://www.leedsfilm.com/films/mari-pepa/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Welcome Mr Marshall,08/11/2014,14:00,08/11/2014,15:18,Hyde Park Picture House,"Luis Garcia Berlanga made this razor sharp satire at the height of the Franco dictatorship and against the odds it became the biggest international hit of its era. In the wake of the Marshall Plan of American aid in post-war Europe, a small Castilian village is thrown into a frenzy as the various inhabitants scramble [...]

http://www.leedsfilm.com/films/marshall/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Welcome Mr Marshall,10/11/2014,16:30,10/11/2014,17:48,Hyde Park Picture House,"Luis Garcia Berlanga made this razor sharp satire at the height of the Franco dictatorship and against the odds it became the biggest international hit of its era. In the wake of the Marshall Plan of American aid in post-war Europe, a small Castilian village is thrown into a frenzy as the various inhabitants scramble [...]

http://www.leedsfilm.com/films/marshall/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
What Have I Done to Deserve This?,19/11/2014,15:00,19/11/2014,16:41,Everyman Leeds Trinity,"What Have I Done To Deserve This? was Pedro AlmodÃ³var's first cross-over and critical success. Pioneering his idiosyncratic fusion of melodrama and farce, the film pays tribute to its influences which include the Spanish comic master, Luis Garcia Berlanga. The film stars Carmen Maura as Gloria, an over-worked mother and wife addicted to amphetamines in [...]

http://www.leedsfilm.com/films/deserve/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
What Have I Done to Deserve This?,20/11/2014,17:00,20/11/2014,18:41,Everyman Leeds Trinity,"What Have I Done To Deserve This? was Pedro AlmodÃ³var's first cross-over and critical success. Pioneering his idiosyncratic fusion of melodrama and farce, the film pays tribute to its influences which include the Spanish comic master, Luis Garcia Berlanga. The film stars Carmen Maura as Gloria, an over-worked mother and wife addicted to amphetamines in [...]

http://www.leedsfilm.com/films/deserve/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
What Now? Remind Me,15/11/2014,15:00,15/11/2014,17:44,Everyman Leeds Trinity,"What now?' is a remarkable, personal diary film made by veteran Portuguese cinematographer Joaquim Pinto who has been living with HIV for almost twenty years. He records his experiences over a year of clinical studies with new, unapproved drugs. An open and eclectic reflection on time and memory, on epidemics and globalization and survival beyond [...]

http://www.leedsfilm.com/films/remind/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
What We Do in the Shadows,08/11/2014,18:30,08/11/2014,19:56,Leeds Town Hall - Victoria Hall,"Viago, Deacon, Vladislav and Peter are four vampires sharing a house in Wellington, trying to balance being undead with everyday problems like whose turn it is to wash up, where to find virgin blood and how to dress for a night out when you don't have a reflection. As a documentary film crew follows them [...]

http://www.leedsfilm.com/films/shadows/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
What We Do in the Shadows,10/11/2014,20:30,10/11/2014,21:56,Vue in the Light,"Viago, Deacon, Vladislav and Peter are four vampires sharing a house in Wellington, trying to balance being undead with everyday problems like whose turn it is to wash up, where to find virgin blood and how to dress for a night out when you don't have a reflection. As a documentary film crew follows them [...]

http://www.leedsfilm.com/films/shadows/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
